,Unnamed: 0,0-XNose,0-YNose,1-XNeck,1-YNeck,2-XRShoulder,2-YRShoulder,3-XRElbow,3-YRElbow,4-XRWrist,4-YRWrist,5-XLShoulder,5-YLShoulder,6-XLElbow,6-YLElbow,7-XLWrist,7-YLWrist,8-XMidHip,8-YMidHip,9-XRHip,9-YRHip,10-XRKnee,10-YRKnee,11-XRAnkle,11-YRAnkle,12-XLHip,12-YLHip,13-XLKnee,13-YLKnee,14-XLAnkle,14-YLAnkle,15-XREye,15-YREye,16-XLEye,16-YLEye,17-XREar,17-YREar,18-XLEar,18-YLEar,19-XLBigToe,19-YLBigToe,20-XLSmallToe,20-YLSmallToe,21-XLHeel,21-YLHeel,22-XRBigToe,22-YRBigToe,23-XRSmallToe,23-YRSmallToe,24-XRHeel,24-YRHeel,XHead,YHead,label
229,124,292.0,117.0,271.0,133.0,260.0,125.0,302.0,140.0,333.0,133.0,271.0,133.0,302.0,140.0,323.0,133.0,250.0,187.0,240.0,195.0,260.0,242.0,250.0,305.0,250.0,187.0,260.0,242.0,250.0,297.0,281.0,109.0,290.660108023792,151.9836314206835,271.0,109.0,291.9703290577271,171.3579028295541,274.0430716738028,298.1434973856908,271.09761597969447,288.0744897171194,245.6172839506173,293.5037037037037,271.0,305.0,260.0,305.0,240.0,305.0,285.32608741630384,131.66830685004751,top
235,130,292.0,109.0,271.0,125.0,260.0,125.0,302.0,140.0,333.0,133.0,271.0,133.0,302.0,140.0,333.0,133.0,240.39999910243978,195.0,250.0,195.0,260.0,242.00051200000001,250.0,297.0,250.0,187.0,260.0,242.0,250.0,289.0,281.0,109.0,292.0,109.0,271.0,109.0,291.9703290577271,171.3579028295541,277.0733003889456,289.38899781909316,271.09761597969447,288.0744897171194,240.0,297.0,271.0,313.0,260.0,313.0,250.0,305.0,285.5940658115454,121.47158056591081,top
240,135,292.0,109.0,270.6198347107438,133.0,260.0,133.0,292.0,140.0,333.0,133.0,271.0,133.0,302.0,140.0,323.0,133.0,240.39999135841728,187.0,240.0,195.0,260.0,242.00051200000001,250.0,297.0,250.0,187.0,260.0,242.0,250.0,297.0,281.0,109.0,292.0,109.0,271.0,109.0,291.9703290577271,171.3579028295541,278.52217149207274,287.7573873990356,271.09761597969447,288.0744897171194,250.0,288.1111111111111,271.0,305.0,260.0,313.0,250.0,305.0,285.5940658115454,121.47158056591081,top
246,141,292.0,109.0,270.56082234820025,125.0,260.0,125.0,292.0,133.0,333.0,133.0,271.0,125.0,301.6065842497097,140.0,323.0,133.0,240.39925241072703,187.0,240.0,187.0,260.0,242.00051200000001,250.0,297.0,250.0,187.0,260.0,242.0,250.0,297.0,281.0,109.0,292.0,155.4389574759945,271.0,109.0,291.9703290577271,171.3579028295541,280.3882028275002,284.1668155549087,271.09761597969447,288.0744897171194,250.0,305.0,271.0,305.0,260.0,313.0,250.0,305.0,285.5940658115454,130.7593720611097,top
252,147,292.0,117.0,270.5600095057409,125.0,260.0,125.0,292.0,140.0,333.0,133.0,271.0,125.0,301.6000815100355,148.0,323.0,140.0,240.34560480841472,187.0,240.0,187.0,260.0,242.00051200000001,250.0,305.0,250.0,187.0,260.0,242.0,250.0,297.0,283.2,109.0,292.0,109.0,271.0,109.0,291.9703290577271,171.3579028295541,280.91194623159106,286.46961582224617,271.09761597969447,288.0744897171194,250.11111111111114,290.5111111111111,271.0,305.0,260.0,313.0,250.0,305.0,286.0340658115454,123.0715805659108,top
258,153,291.99999999999994,109.0,270.8591736537382,125.0,260.0,125.0,300.1818181818182,140.0,333.0,133.0,271.0,125.0,301.6000008975602,140.0,323.0,133.0,240.0,187.0,250.0,187.0,260.0,242.0,250.0,305.0,250.0,187.0,275.45454545454544,242.0,250.0,297.0,281.0,101.0,292.0,101.0,271.0,101.0,291.9703290577271,171.3579028295541,280.99063430335866,292.6297959876036,271.09761597969447,287.97111820713,247.0,293.8,271.0,305.0,260.0,313.0,250.0,305.0,285.5940658115454,116.67158056591082,top
264,159,292.0,109.0,271.0,125.0,260.0,125.0,302.0,140.0,333.0,133.0,271.0,125.0,301.87197596711775,140.0,323.0,133.0,240.0,187.0,250.0,187.0,260.0,242.00051200000001,250.0,298.78512396694214,250.0,187.0,275.45454545454544,242.0,250.0,297.0,281.44,101.0,292.0,152.27272727272728,271.0,101.0,291.9703290577271,171.3579028295541,280.99908944615987,292.2372505736247,271.09761597969447,289.1176569005231,245.55555555555557,292.5555555555556,271.0,305.0,260.0,305.0,250.0,305.0,285.68206581154544,126.92612602045627,top
270,165,292.0,109.0,271.0,125.0,260.0,125.0,292.0,140.0,333.0,133.0,271.0,125.0,302.0,140.0,323.0,133.0,240.34560480841478,187.0,250.0,187.0,260.0,242.00051200000001,250.0,298.58677685950414,250.0,187.0,260.0,242.0,250.0,297.0,283.2,109.0,294.5,153.8,271.0,109.0,291.9703290577271,171.3579028295541,280.999770812979,289.7490122573902,271.09761597969447,289.0318356185823,243.6172839506173,294.1061728395061,271.0,305.0,260.0,305.0,250.0,305.0,286.5340658115454,130.43158056591082,top
275,170,292.0,117.0,271.0,133.0,260.0,133.0,302.0,148.0,333.0,140.0,271.0,133.0,302.0,148.0,323.0,140.0,240.3934157502903,195.0,240.0,195.0,268.8,242.00051200000001,250.0,297.0,250.0,195.0,260.0,242.0,250.0,297.0,283.2,109.0,292.0,109.0,271.0,117.0,291.9703290577271,171.3579028295541,280.99992727601347,289.4097731618886,271.09761597969447,288.05572911073114,240.0,297.0,271.0,305.0,260.0,305.0,250.0,305.0,286.0340658115454,124.67158056591082,top
281,176,292.0,117.0,271.0,133.0,260.0,133.0,302.0,140.0,333.0,133.0,274.54545454545456,125.0,302.0,140.0,333.0,140.0,240.39991848996448,195.0,240.0,195.0,270.9119999999994,242.00051200000001,250.0,297.0,250.0,195.0,260.0,242.0,260.0,295.4,283.2,109.0,292.0,109.0,271.0,109.0,291.9703290577271,171.3579028295541,281.0,289.0,271.09761597969447,288.0744897171194,250.0,289.0,271.0,305.0,260.0,305.0,250.0,305.0,286.0340658115454,123.0715805659108,top
287,182,292.0,117.0,271.0,133.0,271.0,133.0,302.0,140.0,333.0,133.0,271.0,133.0,302.0,140.0,333.0,133.0,242.23966829253976,195.0,240.0,195.0,270.99647999998984,242.00051200000001,250.0,297.0,250.0,187.0,260.0,242.0,250.0,297.0,283.2,109.0,292.0,109.0,271.0,109.0,291.9703290577271,171.3579028295541,280.9999985867826,283.55767465322066,271.09761597969447,289.0,250.0,305.0,271.0,305.0,260.0,305.0,250.0,305.0,286.0340658115454,123.0715805659108,top
293,188,292.0,109.0,271.0,133.0,270.5672426746807,133.0,302.0,140.0,333.0,133.0,271.0,133.0,302.0,140.0,333.0,133.0,242.26343828040416,195.0,250.0,195.0,270.9992959997897,242.00051200000001,250.0,297.0,250.0,187.0,260.0,242.0,250.0,289.0,283.2,109.0,292.0,109.0,271.0,109.0,291.9703290577271,171.3579028295541,278.7626902275572,283.42352226236574,271.09761597969447,288.0744897171194,250.0,297.0,271.0,305.0,260.0,305.0,250.0,305.0,286.0340658115454,121.47158056591081,top
299,194,292.0,109.0,271.0,125.0,270.56008966103906,125.0,302.0,140.0,333.0,133.0,271.0,125.0,302.0,140.0,333.0,133.0,242.26363472658485,187.0,250.0,195.0,270.99929598880703,242.0,250.0,297.0,250.0,187.0,260.0,242.0,250.0,289.0,281.44,101.0,292.0,148.96666666666667,271.0,109.0,291.9703290577271,171.3579028295541,271.0,289.0,271.0,289.0,250.0,297.0,271.0,305.0,260.0,305.0,250.0,298.58677685950414,285.68206581154544,127.86491389924416,top
305,200,292.0,109.0,271.0,125.0,270.56000098731624,125.0,292.0,140.0,333.0,140.0,271.0,125.0,302.0,140.0,323.0,140.0,242.26363635010705,187.0,250.0,187.0,270.9992954820636,242.00051200000001,250.0,297.0,250.0,187.0,260.0,242.0,250.0,297.0,281.0,101.0,292.27777777777777,153.41666666666669,271.0,101.0,291.9703290577271,171.3579028295541,279.09523809523813,289.0,271.09761597969447,288.0744897171194,251.11111111111111,295.22222222222223,271.0,305.0,260.0,305.0,250.0,297.0,285.649621367101,127.15491389924416,top
311,206,292.0,109.0,271.0,125.0,270.5600000101953,125.0,299.9421487603306,133.0,333.0,133.0,270.90082644628103,125.0,302.0,140.0,323.0,133.0,242.2636363635245,187.0,250.0,187.0,270.9992759315664,242.00051200000001,250.0,297.0,250.0,187.0,275.45454545454544,242.0,250.0,295.4,281.0,101.0,293.2599206349206,153.6577380952381,271.0,101.0,291.9703290577271,171.3579028295541,280.69266277939744,287.8392857142857,271.09761597969447,286.64866620691436,247.90123456790127,294.4913580246913,271.0,305.0,260.0,305.0,250.0,297.0,285.8460499385295,127.20312818495843,top
317,212,292.0,109.0,271.0,125.0,270.5320647497767,125.0,299.58103954647913,133.0,333.0,133.0,271.0,125.0,302.0,140.0,333.0,133.0,250.0,187.0,250.0,187.0,270.9986616652723,242.0,250.0,297.0,250.0,187.0,275.45454545454544,242.0,250.0,289.60228126494087,281.0,101.0,292.0,149.83709091099962,271.0,101.0,291.9703290577271,171.3579028295541,280.96856103552534,287.0642361111112,271.09761597969447,286.9584847808443,240.0,297.0,271.0,305.0,260.0,305.0,250.0,305.0,285.5940658115454,126.43899874811075,top
323,218,292.0,109.0,271.0,125.0,271.0,125.0,300.638160356883,133.0,344.0,133.0,271.0,125.0,302.0,140.0,333.0,133.0,250.0,187.0,238.9090909090909,187.0,270.98239075567346,242.0,250.0,297.0,250.0,187.0,260.0,242.0,250.0,295.4,283.2,101.0,297.53868622698934,155.2398401600499,271.0,101.0,291.9703290577271,171.3579028295541,281.0,287.0,271.09761597969447,287.0,247.0,297.0,271.0,305.0,260.0,305.0,250.0,305.0,287.1418030569433,127.51954859792079,top
329,224,292.0,109.0,271.0,125.0,269.0,125.0,301.8362133734035,140.0,333.0,133.0,271.0,125.0,302.0,148.0,333.0,133.0,250.0,187.0,239.89181066867016,187.0,270.6065117404676,242.0,250.0,297.0,250.0,187.0,260.0,242.0,250.0,297.0,283.2,101.0,296.59119770932284,158.75976023978194,271.0,101.0,291.9703290577271,171.3579028295541,281.0,288.5798611111111,271.09761597969447,286.40234375,247.0,297.0,271.0,305.0,260.0,305.0,250.0,305.0,286.95230535341,128.2235326138672,top
335,230,292.0,109.0,271.0,125.0,260.0,125.0,302.0,133.0,333.0,133.0,271.0,125.0,302.0,140.0,333.0,133.0,250.0,187.0,239.89993231957575,187.0,268.0,242.00051200000001,250.0,297.0,250.0,187.0,260.0,242.0,250.0,297.0,283.2,101.0,295.61057928931587,160.68089582293086,271.0,101.0,291.9703290577271,171.3579028295541,281.0,288.96902557319225,271.09761597969447,285.9577200753348,249.61075063178745,297.0,271.0,305.0,260.0,305.0,250.0,305.0,286.7561816694086,128.60775973049698,top
341,236,292.0,109.0,271.0,125.0,260.0,125.0,302.0,140.0,333.0,133.0,271.0,125.0,302.0,140.0,332.65439519158525,133.0,250.0,187.0,250.0,187.0,268.5589782118708,242.00051200000001,250.0,297.0,250.0,187.0,260.0,242.0,250.0,297.0,281.44,101.0,297.02510067110023,160.5962081696208,271.0,101.0,291.9703290577271,171.3579028295541,279.1835212778293,286.45716001278146,271.09761597969447,285.8124959463696,250.0,297.0,271.0,305.0,260.0,305.0,250.0,305.0,286.6870859457655,128.59082219983497,top
347,242,292.0,109.0,271.0,125.0,260.0,133.0,302.0,140.0,333.0,140.0,275.45454545454544,125.0,301.977597158664,148.0,331.0015026296018,140.0,241.99999999995444,195.0,250.0,195.0,268.79800808439563,242.0,250.0,297.0,250.0,195.0,260.0,242.0,250.0,289.0,281.0,109.0,294.91730536912195,152.66726166753168,271.0,109.0,291.9703290577271,171.3579028295541,280.1795736151604,284.2894661391191,271.09761597969447,288.0744897171194,250.0,297.0,271.0,305.0,260.0,305.0,250.0,305.0,286.17752688536984,130.20503289941715,top
352,247,293.72727272727275,109.0,271.0,125.0,260.0,125.0,292.0,140.0,333.0,133.0,271.0,125.0,301.92561983471074,148.0,323.0,140.0,241.9999999994988,187.0,250.0,195.0,268.7998189167633,242.0,250.0,297.0,250.0,187.0,260.0,242.0,250.0,289.0,281.0,101.0,293.174300488102,101.0,271.0,101.0,291.9703290577271,171.3579028295541,280.7515751842145,284.1319739306901,271.09761597969447,288.0744897171194,250.0,297.0,271.0,305.0,260.0,305.0,250.0,305.0,286.1743804546204,116.67158056591082,top
358,253,292.0,117.0,272.72727272727275,125.0,260.0,125.0,292.0,140.0,333.0,140.0,271.0,125.0,292.0,148.0,323.0,140.0,241.9999999393541,187.0,250.0,187.0,268.7999985034444,242.0,250.0,297.0,250.0,187.0,260.0,242.0,250.0,297.0,283.2,109.0,292.0,109.0,271.0,109.0,291.9703290577271,171.3579028295541,280.9675672868848,285.2483933314177,271.09761597969447,288.0744897171194,250.11111111111114,289.8888888888889,271.0,305.0,260.0,302.7454545454545,250.0,305.0,286.0340658115454,123.0715805659108,top
364,259,292.0,117.0,271.0,125.0,260.0,125.0,292.0,140.0,333.0,133.0,271.0,125.0,302.0,140.0,333.0,133.0,241.99999266183892,187.0,250.0,195.0,270.3394440146791,242.0,250.0,297.0,249.0909090909091,187.0,260.0,242.0,260.0,289.0,283.2,109.0,294.9305555555556,152.87037037037038,271.0,101.0,291.9703290577271,171.3579028295541,281.0,289.0,271.0,288.0744897171194,250.0,297.0,271.0,305.0,260.0,304.27272727272725,250.0,305.0,286.6201769226565,130.2456546399849,top
370,265,290.6018031555222,109.0,271.0,125.0,260.0,125.0,292.0,133.0,333.0,133.0,271.0,125.0,292.0,140.0,331.1818181818182,133.0,241.99911208250805,187.0,240.0,187.0,266.09090909090907,242.0,250.0,297.0,250.0,187.0,260.0,242.0,250.0,297.0,281.0,101.0,290.7747176627385,146.05977600074826,271.0,101.0,291.9703290577271,171.3579028295541,271.0,305.0,271.0,289.0,250.0,297.0,271.0,305.0,260.0,305.0,250.0,305.0,285.0693699751976,125.68353576606046,top
376,271,292.0,109.0,271.0,125.0,260.0,125.0,292.0,140.0,333.0,133.0,273.6363636363636,125.0,300.0015026296018,148.0,323.0,140.0,241.8925619834711,187.0,250.0,187.0,265.09090909090907,242.0,250.0,297.0,250.0,187.0,260.0,242.0,250.0,297.0,281.0,101.0,291.6299069251544,147.46124292695472,271.0,101.0,291.9703290577271,171.3579028295541,271.0,293.220417913705,271.0,289.0,250.0,297.0,271.0,305.0,260.0,305.0,250.0,305.0,285.52004719657634,125.96382915130175,top
382,277,292.0,109.0,271.0,125.0,260.0,125.0,292.0,133.0,333.0,133.0,271.0,125.0,301.6543951915853,140.0,331.1818181818182,133.0,239.9834710743802,187.0,235.9090909090909,187.0,250.0,242.0,250.0,297.0,250.0,187.0,260.0,242.0,250.0,297.0,281.0,101.0,291.98583827519724,142.59162919363345,271.0,101.0,291.9703290577271,171.3579028295541,271.0,294.59683777674235,271.09761597969447,288.517037037037,250.0,297.0,271.0,305.0,260.0,305.0,250.0,305.0,285.59123346658487,124.98990640463751,top
388,283,292.0,109.0,271.0,125.0,260.0,125.0,292.0,133.0,333.0,133.0,275.0,125.0,301.6543951915853,140.0,323.0,133.0,250.0,187.0,235.9090909090909,187.0,250.0,242.0,250.0,297.0,250.0,187.0,273.6363636363636,242.0,250.0,289.0,281.0,101.0,292.0,101.0,271.0,101.0,291.9703290577271,171.3579028295541,271.0,291.9265067364779,271.0,286.91325637868437,250.0,297.0,271.0,305.0,260.0,305.0,250.0,305.0,285.5940658115454,116.67158056591082,top
394,289,292.0,109.0,271.0,125.0,260.0,125.0,292.0,140.0,333.0,133.0,271.0,125.0,301.68339221737216,148.0,323.0,133.0,250.0,187.0,240.0,187.0,268.0,242.0,250.0,297.0,250.0,187.0,274.54545454545456,242.0,250.0,297.0,281.0,109.0,294.0,149.8,271.0,101.0,291.9703290577271,171.3579028295541,275.2567149105879,292.22156508683514,271.09761597969447,287.7627975685258,240.0,297.0,271.0,305.0,260.0,305.0,250.0,305.0,285.99406581154545,128.03158056591082,top
400,295,292.0,109.0,271.0,125.0,260.0,125.0,299.9421487603306,140.0,333.0,133.0,271.0,125.0,302.0,140.0,331.1818181818182,133.0,250.0,187.0,234.9090909090909,195.0,260.0,242.0,250.0,297.0,250.0,187.0,260.0,242.0,250.0,297.0,283.2,109.0,292.0,109.0,271.0,109.0,291.9703290577271,171.3579028295541,277.0175264243422,293.7176855423541,271.09761597969447,288.3954254644259,250.0,297.0,271.0,305.0,260.0,305.0,250.0,305.0,286.0340658115454,121.47158056591081,top
405,300,292.0,117.0,271.0,133.0,260.0,133.0,302.0,140.0,333.0,140.0,271.0,133.0,302.0,148.0,333.0,140.0,250.0,195.0,240.0,195.0,260.0,242.0,250.0,297.0,250.0,195.0,260.0,242.0,250.0,297.0,283.2,117.0,292.0,117.0,271.0,117.0,291.9703290577271,171.3579028295541,276.175320336305,295.2065918640389,271.09761597969447,289.0,240.0,297.0,271.0,305.0,260.0,305.0,250.0,305.0,286.0340658115454,127.87158056591082,top
412,307,292.0,117.0,271.0,125.0,260.0,125.0,292.0,140.0,333.0,140.0,271.0,125.0,292.0,148.0,331.1818181818182,140.0,250.0,187.0,250.0,195.0,268.79796461990304,242.00051200000001,250.0,297.0,250.0,187.0,260.0,242.0,250.0,297.0,283.2,109.0,292.0,109.0,271.0,109.0,291.9703290577271,171.3579028295541,271.0,305.0,271.09761597969447,286.34609402517054,240.0,297.0,271.0,305.0,260.0,305.0,250.0,305.0,286.0340658115454,123.0715805659108,top
417,312,292.0,109.0,271.0,125.0,260.0,125.0,292.0,140.0,333.0,140.0,271.0,125.0,292.0,148.0,323.0,140.0,250.0,187.0,240.0,187.0,268.77761081893317,242.00051200000001,250.0,297.0,250.0,187.0,260.0,242.0,250.0,289.0,283.2,109.0,292.0,109.0,271.0,109.0,291.9703290577271,171.3579028295541,271.0,294.5233432420772,271.0,288.0744897171194,240.0,297.0,271.0,305.0,260.0,305.0,250.0,305.0,286.0340658115454,121.47158056591081,top
424,319,292.0,117.0,268.8181818181818,133.0,260.0,133.0,292.0,140.0,333.0,133.0,271.0,133.0,292.0,140.0,323.0,140.0,250.0,195.0,240.0,195.0,260.0,242.0,250.0,297.0,250.0,195.0,271.0,242.0,250.0,289.0,281.0,109.0,292.0,109.0,271.0,109.0,291.9703290577271,171.3579028295541,271.0,289.0,271.0,289.0,240.0,297.0,271.0,305.0,260.0,305.0,250.0,305.0,285.5940658115454,123.0715805659108,top
429,324,281.0,109.0,260.0,125.0,260.0,125.0,292.0,133.0,333.0,133.0,271.0,125.0,292.0,140.0,323.0,133.0,250.0,187.0,250.0,187.0,250.0,242.0,250.0,297.0,250.0,187.0,260.0,242.0,250.0,297.0,281.0,101.0,292.0,125.0,271.0,101.0,292.0,172.0,271.0,305.0,271.0,289.0,250.0,297.0,271.0,305.0,260.0,305.0,250.0,305.0,283.4,121.6,top
